CompanyId,AsOfDate,SegmentName,SegmentDescription,SubIndustry
SQ6MNJDI7T,2024-12-31,Investment properties,Investment properties segment primarily represents the property leasing of the Group’s investment properties in Hong Kong.,1041002001
SQ6MNJDI7T,2024-12-31,Investments,Investments segment represents equity investment in global capital markets. The performance of the portfolio is assessed and monitored by top management regularly.,1031001002
APTYMGQMUW,2024-12-31,All other segments,"All other segments includes cosmetics distribution and trading, provision of building and property management services and others.",3103001001
APTYMGQMUW,2024-12-31,Investments and treasury products at Fair Value Through Profit or Loss (FVTPL),"Investments and treasury products at Fair Value Through Profit or Loss (FVTPL) includes Securities investments in investments held-for-trading, over-the-counter trading and structured products.",1033001002
APTYMGQMUW,2024-12-31,Listed equity investments at Fair Value Through Other Comprehensive Income (FVTOCI),Listed equity investments at Fair Value Through Other Comprehensive Income (FVTOCI) includes Listed equity securities at FVTOCI.,1033001002
APTYMGQMUW,2024-12-31,Property development and trading,Property development and trading includes property development and sales of trading properties.,1041001002
APTYMGQMUW,2024-12-31,Property leasing for non-retail,Property leasing for non-retail includes property leasing from non-retail properties.,1041002001
APTYMGQMUW,2024-12-31,Property leasing for retail,Property leasing for retail includes property leasing from retail properties.,1041002001
APTYMGQMUW,2024-12-31,"Unlisted investments, investment holding and brokerage","Unlisted investments, investment holding and brokerage includes Unlisted securities investments, trading and brokerage.",1033001002
FL37YW2SG2,2024-12-31,Financial assets investments,Financial assets investments segment engages in trading of financial assets at fair value through profit or loss and other financial assets investments.,1031001002
FL37YW2SG2,2024-12-31,Property development and investment,Property development and investment segment comprises the development and sale of properties and the leasing of properties.,1041003001
KODX6TV4M5,2023-12-31,Solutions and Integration Services,"Solutions and Integration Services primarily engages in the provision of IT solutions implementation and application software development (including SaaS product offering); provision of IT and related operation/infrastructure outsourcing services; and provision of IT systems and network infrastructure with related design, implementation, and ongoing support services.",3111001099
JK26GNGBNE,2024-12-31,Others,"Others segment mainly includes the provision of property management services, the provision of finance services and treasury operations.",3103001001
JK26GNGBNE,2024-12-31,Property development,"Property development segment is engaged in development and sale of properties and interests in property development. Given the importance of the property development division to the Group, the Group’s property development business is segregated further into two reportable segments on a geographical basis.",1041001002
XTWEEEROA3,2024-12-31,Others,"Others engages in the provision of marketing services, product registration services and sourcing of OEM/ODM services.",3103001001
ZMKEFZ2BFS,2024-12-31,Office,Office includes leasing of high quality office space and related facilities.,1041002001
ZMKEFZ2BFS,2024-12-31,Property development,Property development includes development of properties for sale or leasing.,1041001002
ZMKEFZ2BFS,2024-12-31,Residential,Residential includes leasing of luxury residential properties and related facilities.,1041002001
KODX6TV4M5,2023-12-31,Investments,"Investments segment that primarily engages in various types of investing activities including, inter alia, property investment for rental income and/or for capital appreciation and treasury investment in securities for dividend income and interest income and/or for capital appreciation.",1031001002
KODX6TV4M5,2023-12-31,Application Services,"Application Services primarily engages in the provision of enterprise application software and e-business services for enterprises including the provision of enterprise application software (including SaaS product offering) with implementation and ongoing support services; the GETS, cloud services, and other related value-added services.",3111001099
WQL3QTNXS4,2024-12-31,Electronic toll operation,"Electronic toll operation segment invests in a joint venture which operates an electronic toll collection system, provides toll collection services for HKeToll, telematics services, and intelligent transportation and surveillance system solutions, and smart city services solutions in Hong Kong.",3104002001
WQL3QTNXS4,2024-12-31,Motoring school operation,Motoring school operation segment invests in subsidiaries which operate designated driving training centres.,2054001002
WQL3QTNXS4,2024-12-31,Treasury management,"Treasury management segment manages an investment portfolio, including unlisted funds, equity securities, debt securities, and cash and bank deposits, to receive investment returns.",1031001002
ZMKEFZ2BFS,2024-12-31,Retail,Retail includes leasing of space and related facilities to a variety of retail and leisure operators.,1041002001
KIF3M3DT7V,2024-12-31,Commercial Properties,"Commercial Properties segment is engaged in the development, leasing and sale of luxury residential apartments, leasing of retail and office premises (other than those in hotel properties), as well as operating food and beverage outlets in such premises.",3103001001
KIF3M3DT7V,2024-12-31,Hotels,"Hotels segment includes revenue generated from operating hotels, leasing of commercial shopping arcades and office premises located within the hotel buildings.",1029003001
KIF3M3DT7V,2024-12-31,"Peak Tram, Retail and Others","Peak Tram, Retail and Others segment is engaged in the operation of the Peak Tram, wholesaling and retailing of food and beverage products, The Quail, laundry services and the provision of management and consultancy services for clubs.",3103001001
6OBQMEOELE,2024-12-31,Securities investment,Securities investment includes short-term securities investment.,1033001002
COLDW5IU32,2024-03-31,All other operating segments,"All other operating segments includes rental income from investment properties, license fee income from hotel property and income from restaurant operation.",3103001001
VNSZQZSYKY,2024-12-31,Champion Real Estate Investment Trust (REIT),Champion Real Estate Investment Trust (REIT) segment is based on published financial information of Champion REIT.,1042004001
VNSZQZSYKY,2024-12-31,Hotel operations,"Hotel operations segment includes hotel accommodation, food and banquet operations as well as hotel management.",1029003001
VNSZQZSYKY,2024-12-31,Langham,Langham segment is based on financial information of Langham.,1029003001
VNSZQZSYKY,2024-12-31,Other operations,"Other operations include sale of building materials, flexible workspace operation, investment in securities, provision of property management, maintenance and property agency services.",3103001001
VNSZQZSYKY,2024-12-31,Property development,Property development segment includes income from selling of properties held for sale.,1041001002
VNSZQZSYKY,2024-12-31,Property investment,Property investment segment includes gross rental income and building management service income from leasing of furnished apartments and properties held for investment potential.,1041002001
COLDW5IU32,2024-03-31,Publication of newspaper,"Publication of newspaper includes publication of newspaper and advertising income, and internet subscription and advertising income.",3082002001
COLDW5IU32,2024-03-31,Money lending business,Money lending business comprises of interest income earned in the provision of loan financing.,1036001001
VNSZQZSYKY,2024-12-31,US Real Estate Fund,US Real Estate Fund segment is based on rental income and related expenses of the property owned by the US Real Estate Fund.,1041002001
22N5BLPQ4H,2024-12-31,Management Division,Management Division segment involves revenues generated from the management of stores owned by third parties.,1041002002
22N5BLPQ4H,2024-12-31,Self Storage,"Self Storage segment involves the customer leasing space at the corporation’s property for short or long-term storage. Self-storage also includes customers utilizing space for inventory storage for last-mile delivery, small commercial operations, and vehicles.",1041002001
JK26GNGBNE,2024-12-31,Property investment,Property investment segment is engaged in leasing of properties to generate rental income and to gain from the appreciation in the properties’ values in the long term.,1041002001
LPXZU5I5VF,2024-06-30,Property development and investment,"Property development and investment encompasses activities relating to the development, construction, sale and marketing of the Group’s trading properties primarily in Hong Kong and property leasing. Currently, the Group’s properties portfolio, which consists of retail, office and apartments, are primarily located in Hong Kong and London.",1041003001
LPXZU5I5VF,2024-06-30,Treasury management,"Treasury management segment includes activities for managing the Group’s listed investments, financial assets and other treasury operations.",1031001002
2JOQCZEP3G,2024-06-30,Financial services,"Financial services segment covers commercial and consumer banking, Islamic banking, investment banking, life and general insurance, Takaful insurance, fund management and unit trust, corporate advisory services and stockbroking.",1035002001
2JOQCZEP3G,2024-06-30,Hospitality and leisure,"Hospitality and leisure segment owns, leases or manages hotels and operates gaming and leisure businesses in the United Kingdom and Spain.",1029003001
2JOQCZEP3G,2024-06-30,Others,"Others segments include royalty entitlement from the Group’s Bass Strait’s oil and gas production investment and the manufacture, marketing and distribution of health products through Manuka Health New Zealand Limited.",3103001001
2JOQCZEP3G,2024-06-30,Principal investment,"Principal investment segment covers debt, equity and direct investments as well as treasury operations, with trading and strategic investments in global capital markets.",1031001002
2JOQCZEP3G,2024-06-30,Property development and investment,"Property development and investment segment involves development of residential and commercial properties and holding properties for rental income in the key geographical markets of Singapore, China, Malaysia and Hong Kong.",1041003001
22N5BLPQ4H,2024-12-31,Portable Storage,Portable Storage segment involves delivering a portable storage unit to the customer. The customer can opt to keep the portable storage unit at their location or have it moved to another location for further storage.,3102001002
FOPOCFLELT,2024-03-31,Gaming operations,Gaming operations includes investment in The Star Entertainment Group which is engaged in the gaming business in Australia and is classified as equity instruments at FVTOCI.,1029004002
FOPOCFLELT,2024-03-31,Hotel operations and management,Hotel operations and management includes investment properties which are an integral part of the hotel buildings and which are managed by the hotel management team as well as securities investments made and monitored by the same team.,1029003001
FOPOCFLELT,2024-03-31,Property development,Property development includes investment properties developed and managed by the same management team.,1041001001
LFVCFGDF3M,2024-12-31,Commercial Banking,"Commercial Banking segment provides a comprehensive suite of products and services to corporate, commercial, and small and medium sized enterprises ('SME') clients. This includes corporate lending, trade and receivable finance, payments and cash management, treasury and foreign exchange, distribution of general and key-person insurance, investment services, and corporate wealth management.",1032002002
LFVCFGDF3M,2024-12-31,Global Banking,"Global Banking segment delivers custom financial solutions to major corporate and institutional clients, utilising a long term relationship management strategy. Services include general and transaction banking, corporate lending, deposits, and cash management.",1032001002
LFVCFGDF3M,2024-12-31,Global Markets,"Global Markets segment offers tailored solutions and services across foreign exchange, bullion, equities, fixed income, and securities financing. It also manages the funding, liquidity position of the Group, and other market risk positions arising from banking and client activities.",1033001001
LFVCFGDF3M,2024-12-31,Wealth and Personal Banking,"Wealth and Personal Banking segment offers an extensive array of products and services tailored to the personal banking, consumer lending, and wealth management requirements of individual customers. These services typically encompass current and savings accounts, time deposits, mortgage and personal loans, credit cards, insurance, investment and a variety of wealth management options.",1032002001
FOPOCFLELT,2024-03-31,Provision of mortgage services,Provision of mortgage services includes as securities investments made and monitored by the same team.,1032003001
BWQU5EVA53,2024-12-31,Department stores and supermarket-cum-stores operations,Department stores and supermarket-cum-stores operations segment includes Operation and management of department stores and supermarketcum-stores.,1028002001
BWQU5EVA53,2024-12-31,Hotel room operation,Hotel room operation segment includes operation of hotel properties owned by the Group generating room revenue.,1029003001
BWQU5EVA53,2024-12-31,Other businesses,"Other businesses segment includes management (other than hotel room operation), construction, provision of finance (other than interest income from mortgage loans as well as interest income from property development joint ventures which are classified under the Property development segment), investment holding, project management, property management, agency services, security guard and cleaning services, food and beverage operation, travel operation, as well as the trading of building materials.",3103001001
BWQU5EVA53,2024-12-31,Property Leasing,Property Leasing segment includes Leasing of properties.,1041002001
BWQU5EVA53,2024-12-31,Property development,Property development segment includes Development and sale of properties.,1041001001
BWQU5EVA53,2024-12-31,Utility and energy,"Utility and energy segment includes Production, distribution and marketing of gas, water supply, renewable energy businesses and emerging energy businesses.",2072004001
LAIWVBWSH4,2024-12-31,All Other - Private Assets,All Other - Private Assets segment includes operating segments of Real Assets and Private Capital Solutions as they do not individually meet the segment reporting thresholds.,1033002003
LAIWVBWSH4,2024-12-31,Analytics,"Analytics segment offers risk management, performance attribution and portfolio management content, applications and services that provide clients with an integrated view of risk and return and tools for analyzing market, credit, liquidity, counterparty and climate risk across all major asset classes, spanning short-, medium- and long-term time horizons.",1033002003
LAIWVBWSH4,2024-12-31,Sustainability and Climate,"Sustainability and Climate segment offers products and services that help institutional investors understand how ESG and climate considerations can impact the long-term risk and return of their portfolio and individual security-level investments. In addition the ESG and Climate operating segment provides data, ratings, research and tools to help investors navigate increasing regulation, meet new client demands and better integrate ESG and climate elements into their investment processes.",1033002003
LAIWVBWSH4,2024-12-31,Index,"Index segment offers equity and fixed income indexes. The indexes are used in many areas of the investment process, including for developing indexed financial products (e.g., Exchange Traded Funds (ETFs), mutual funds, annuities, futures, options, structured products and over-the-counter derivatives), performance benchmarking, portfolio construction and rebalancing, and asset allocation.",1033002003
TWURR5L7V6,2024-12-31,Agricultural machinery,Agricultural machinery segment is responsible for the production and sales of agricultural tractors and harvesters.,3105001005
TWURR5L7V6,2024-12-31,Power machinery,Power machinery segment is mainly responsible for the production and sales of diesel engines.,3105001005
Y4Y33QO6FA,2024-12-31,Aerospace Service Property investment in Shenzhen Aerospace Science and Technology (S&T) Plaza,Aerospace Service Property investment in Shenzhen Aerospace Science and Technology (S&T) Plaza which represent the major industries in which the Group is engaged.,1041002001
Y4Y33QO6FA,2024-12-31,Other Business,Other Business include property investments and management in properties other than those included in the above reportable segments and provision for other services.,1041002002
GPLPWXQ6V2,2024-06-30,Lifestyle,Lifestyle segment consists of land lease communities that cater to customers who are typically over-50 years old and that are typically subject to State based regulation under Retirement Village Acts or Residential Parks / Manufactured Homes Acts (or similar).,1041002001
GPLPWXQ6V2,2024-06-30,Park,"Park segment consists of properties that cater to a mixture of permanent, tourist and worker residents and customers on varying lease types and terms including over dwellings and land sites.",1041002001
GPLPWXQ6V2,2024-06-30,Residential,Residential segment consists of dwellings typically located in metropolitan areas and leased on a 6-12 month basis.,1041002001
MCDHX3M75M,2024-06-30,Asset Management,Asset Management segment involves provision of asset management and operating services for third parties and the majority of APA’s Energy Investments.,1031001002
QLAIBBJBRA,2024-12-31,Other operations,"Other operations comprises mainly property management, eldercare and trading of building materials.",3103001001
WEJVVS37WM,2024-03-31,Trading of building materials and fit-out construction operation,Trading of building materials and fit-out construction operation is engaged in supply of furniture and building materials and provisions of the design and fit-out construction service.,1012001004
WEJVVS37WM,2024-03-31,Discontinued operation Hotel operation,"Discontinued operation Hotel operation is engaged in letting of hotel rooms to non-contracted sales agents and walk-in customers, food and beverage income, miscellaneous sales, and laundry services income net of discounts.",1029003001
7P3LPRAYZR,2024-12-31,Cellular communication,"Cellular communication includes the provision of mobile cell radio-telephone services (cellular communications), marketing of end equipment, installation, operation and maintenance of equipment and systems in the field of cellular communications.",3081001001
7P3LPRAYZR,2024-12-31,Multichannel television,Multichannel television includes the provision of multi-channel digital television broadcasting services to subscribers via satellite. DBS (as well as on the Internet) OTT and providing value-added services to subscribers and internet services (an infrastructure component through a wholesale market).,3082004007
7P3LPRAYZR,2024-12-31,Other,Other mainly includes call center services for customers through Bezeq Online and is not material at the group level.,3102001099
7P3LPRAYZR,2024-12-31,Stationary domestic communication,"Stationary domestic communication mainly includes the activity carried out by Bezeq as a domestic operator, including telephony services, internet services (including fiber service and wholesale service BSABezeq's activity in the field of domestic fixed communications.",3081001001
7P3LPRAYZR,2024-12-31,Bezeq International Services,"Bezeq International Services includes integration and internet services for businesses, as well as hosting and cloud services and solutions ICT. In addition, this field includes international communication services and internet services for existing subscribers in a private service, and does not include the marketing of this service to new/renewing subscribers.",3081001002
MCDHX3M75M,2024-06-30,Energy Investments,Energy Investments segment involves interests in energy infrastructure investments.,1031001002
MCDHX3M75M,2024-06-30,Energy Infrastructure,"Energy Infrastructure segment involves wholly or majority owned energy infrastructure assets across gas transmission, compression, processing, storage and electricity generation (gas and renewables) and transmission.",2072003003
Q4UOZWPZW7,2024-12-31,Crisis Prevention Institute (CPI),Crisis Prevention Institute (CPI) provides training services.,2054001002
Q4UOZWPZW7,2024-12-31,IK Partners,IK Partners is an european private equity firm.,1031001004
Q4UOZWPZW7,2024-12-31,Scalian,Scalian offers business transformation consulting service.,3102002001
Q4UOZWPZW7,2024-12-31,Stahl,Stahl provides coating layers and surface treatments for flexible materials.,1013002004
Q4UOZWPZW7,2024-12-31,Tarkett (equity-accounted),Tarkett (equity-accounted) involves flooring and sports surfaces.,1022001002
Q4UOZWPZW7,2024-12-31,Bureau Veritas,"Bureau Veritas provides testing, inspection and certification services.",3102001099
H7WCO4EMTS,2024-12-31,VINCI Autoroutes,"VINCI Autoroutes includes motorway concessions in France (ASF, Escota, Cofiroute, Arcour, Arcos).",3104001099
H7WCO4EMTS,2024-12-31,VINCI Construction,"VINCI Construction which is organised around three pillars: Major Projects: companies designing and carrying out projects that require general contractor capabilities because of their size, complexity or type; Specialty Networks: companies carrying out works in geotechnical and structural engineering, along with related digital activities, and providing services in nuclear engineering.",3104001099
5URZSSXOLR,2024-12-31,Mine & Forest,Mine & Forest segment include the iron ore mine and the forests (which supply charcoal to the blast furnace located in Jeceaba in the Brazilian state of Minas Gerais).,3103001001
5URZSSXOLR,2024-12-31,Tubes,"Tubes segment covers all entities with production and marketing facilities dedicated to the Group’s main business, i.e., the production of hot-rolled seamless carbon and alloy steel tubes, both smooth and threaded. The activity is characterized by a highly integrated manufacturing process, from production of steel, tube rolling, heat treatment and threading activities. The Tubes segment supplies products suitable for a variety of markets (Oil & Gas, Industry, etc.).",1016002003
H7WCO4EMTS,2024-12-31,VINCI Energies,"VINCI Energies services to the manufacturing sector, infrastructure, building solutions and facilities management, and information and communication technology.",3104001099
H7WCO4EMTS,2024-12-31,"VINCI Highways, VINCI Railways, VINCI Stadium and other","VINCI Highways, VINCI Railways, VINCI Stadium and other mainly managed outside France), VINCI Railways (rail infrastructure) and VINCI Stadium (stadium management in France).",3104001099
H7WCO4EMTS,2024-12-31,VINCI Immobilier,"VINCI Immobilier includes property development (residential properties, commercial properties), management of serviced residences and property services.",1041003001
H7WCO4EMTS,2024-12-31,Cobra IS,"Cobra IS includes industrial and energy-related services, work on large EPC (engineering, procurement and construction) projects in the energy sector and development of renewable energy assets (solar farms and wind turbines).",3104001099
H7WCO4EMTS,2024-12-31,VINCI Airports,"VINCI Airports includes operation of airports in France and in 12 other countries under full ownership, concession contracts and/or delegated management.",3104001099
XN6L6Q5QMR,2023-12-31,Online Scholarship,Online Scholarship segment includes the stock exchange in line with Bourse Direct.,1033001002
XN6L6Q5QMR,2023-12-31,Professional intermediation,Professional intermediation segment includes professional intermediation around the participation in Compagnie Financiere Tradition.,1033001002
VZDMAQETKM,2023-12-31,Dry sector,"Dry sector offers simple or elaborate products,often made from cereals or starches, which can accompany a dish or be part of a recipe.",2052504001
VZDMAQETKM,2023-12-31,Cold Sector,"Cold Sector offers elaborate frozen or frozen recipes.refrigerated, which can be eaten as an aperitif or as part of a daily or festive meal.",2052504001
YHSGGXJ3X7,2022-12-31,Coronavirus disease,"Coronavirus disease includes development, manufacturing and distribution related to COVID-19 vaccine candidate, VLA2001.",2061001001
YHSGGXJ3X7,2022-12-31,Technologies and Services,"Technologies and Services involve services and inventions at a commercialization stage, i.e. revenue generating through collaborations, service and licensing agreements.",2061001001
YHSGGXJ3X7,2022-12-31,Commercialized products,"Commercialized products segment includes marketed vaccines, currently IXIARO and DUKORAL vaccines, as well as third-party products.",2062002001
YHSGGXJ3X7,2022-12-31,Vaccine candidates,"Vaccine candidates proprietary research and development programs aiming to generate new approvable products in order to generate future cash flows from product sales or from commercialization through partnering with pharmaceutical companies, excluding COVID-19 vaccine candidate, VLA2001.",2061001001
5URZSSXOLR,2024-12-31,Tubes,"Tubes segment covers all entities with production and marketing facilities dedicated to the Group’s main business, i.e., the production of hot-rolled seamless carbon and alloy steel tubes, both smooth and threaded, for the Oil & Gas industry. The activity is characterized by a highly integrated manufacturing process, from production of the steel and hot-rolling to the final stages, facilitating the production of articles that are suitable for a variety of markets (Oil & Gas, Industry, etc.).",1016002003
KG2EXQ7IXY,2024-12-31,Convention & Exhibition,Convention & Exhibition segment includes the Les Boutiques du Palais retail asset.,1042009001
KG2EXQ7IXY,2024-12-31,Convention & Exhibition,Convention & Exhibition segment comprises management of exhibition venues (Viparis).,1042009001
KG2EXQ7IXY,2024-12-31,Shopping Centres,"Shopping Centres comprises management of Les Boutiques du Palais"" and the management of the hotels at Porte de Versailles.",1042006002
DYV66PD54J,2024-08-31,Other leisure activities,"Other leisure activities segment is Originally a distributor of camping equipment, the Company then extended its business to the manufacture and marketing of tents, caravans, motorhomes and mobile homes.",1029002001
DYV66PD54J,2024-08-31,Leisure vehicles,"Leisure vehicles segment is specialising in the design, manufacture and distribution of leisure vehicles and trailers.",1020004099
M2JAT4QLNG,2024-12-31,Aerospace,"Aerospace segment combines the Avionics and Space Global Business Units. They develop on-board systems and services for private sector customers (aircraft manufacturers, airlines, satellite operators, etc.) and for government/defence customers (national governments, space agencies and other semi-public organizations).",3101001005
M2JAT4QLNG,2024-12-31,Cyber & Digital,"Cyber & Digital sector includes cybersecurity and digital identity activities for businesses and administrations. They develop global products focused on data security and premium services, so as physical identities and their digital counterparts for payment, mobile network access, and government-issued identities (passports, ID cards, driver's licenses, etc.",3111002005
M2JAT4QLNG,2024-12-31,Defence,"Defence segment combines the Secure Communications and Information Systems, Land and Air Systems and Defence Mission Systems Global Business Units. They develop equipment, systems and services for armed forces and for the protection of networks and infrastructure, mainly for a government/defence customer base.",3101001006
M2JAT4QLNG,2024-12-31,Digital Identity & Security (I&S),"Digital Identity & Security (I&S) segment includes former Gemalto activities that develops digital identity and security solutions for a private and government customer base, and some digital businesses previously included in Defense & Security segment, in particular in data protection and analytics.",3111002005
VRRW2BPXX2,2024-12-31,BRAIN,"BRAIN segment is composed of two Groups of Products: adas and Experience Interieur, which develop solutions to make driving safer, more autonomous and with detection systems and redesigned human-machine interfaces. These technologies, which are based on software and powerful computing units acting as the ""brains"" of vehicles, evolve mobility and user experience on board the vehicle.",1020003003
VRRW2BPXX2,2024-12-31,LIGHT,"LIGHT segment is composed of two Groups of Products: Lighting Systems and Wiping Systems. Those Product Groups Design and Produce Systems innovative and efficient lighting and washing systems for a comfortable and safer manual driving and, on the other hand, an enriched and improved travel experience in automated driving.",1020003003
VRRW2BPXX2,2024-12-31,POWER,"POWER segment is composed of seven Operations regional companies that have commercial functions, projects & industrial companies to adapt to the pace of Transition to region specific electric mobility of the world. This is technology-oriented electrification and the evolution of conventional technologies dedicated to combustion engines. It brings together the activities of the thermal and propulsion systems that develop and produce innovative solutions to improve the range, performance and comfort of vehicles.",1020003003
TSIHE3Y5I4,2024-12-31,Media,"Media sector includes all TV channels, including digital content publishing activities via The streaming of the Group, as well as the subsidiaries whose business is the production and acquisition of audiovisual rights on behalf of the Group's TV channels, in connection with the regulation of the Antennas. Revenues from these activities are mainly derived from the sale of advertising space, through over the counter advertising contracts and programmatic auction platforms.",3082003001
TSIHE3Y5I4,2024-12-31,Studio TF1,"Studio TF1 sector includes content subsidiaries whose activity is mainly aimed at producing, acquiring, developing and distributing audiovisual rights (cinematographic, fiction, television films, animation, reports, streams, etc.) for independent exploitation of the Group's broadcasting activities.",3082004001
MSDYBJV6UP,2024-12-31,France,"France segment comprising the Consulting, Systems Integration, IT Infrastructure Management and Cybersecurity activities in this geographic area.",3111001003
MSDYBJV6UP,2024-12-31,Europe,"Europe comprising the Consulting, Systems Integration, IT Infrastructure Management and Cybersecurity activities in European countries other than France and those in the United Kingdom (Germany, Belgium, Denmark, Spain, Italy, Luxembourg, the Netherlands, Norway, Sweden and Switzerland), including the Sopra Financial Technology GmbH banking services platform in Germany.",3111001003
MSDYBJV6UP,2024-12-31,Solutions,Solutions reporting unit comprises the human resources and real estate management solutions businesses.,3111002005
MSDYBJV6UP,2024-12-31,United Kingdom,"United Kingdom segment comprising the Consulting, Systems Integration, IT Infrastructure Management, Cybersecurity and Business Process Services activities in this geographic area.",3111001003
2EJ5FKTXTI,2020-12-31,Aerospace,"Aerospace division develops configuration management, as well as is involved in operational quality and processes, and tools consulting and support activities.",3101001005
2EJ5FKTXTI,2020-12-31,Vehicle,Vehicle division engages in the area of engineering for the design and production of civilian and military vehicles.,3104001099
F7UYV2CMCY,2024-03-31,Other activities,Other activities comprises mainly the Solar Energy activity (operation and maintenance of photovoltaic installations).,3113003001
F7UYV2CMCY,2024-03-31,Electronics,Electronics segment is engaged in the production and marketing of substrates and components for the semiconductor industry.,3113001001
4P6C5TOYVC,2024-12-31,Energy Management,"Energy Management segment leverages a complete end to end technology offering enabled by EcoStruxure. The Group’s go to market is oriented to address customer needs across its four end markets of Buildings, Data Centers, Industry and Infrastructure, supported by a worldwide partner network.",3107002098
4P6C5TOYVC,2024-12-31,Industrial Automation,"Industrial Automation segment includes Industrial Automation and Industrial Control activities, across discrete, process & hybrid industries.",3107002098
FDGCPGHPU7,2024-12-31,Core Services & Digital Integrated Business Services (D.I.B.S),"Core Services & Digital Integrated Business Services (D.I.B.S) includes customer care, technical support and new customer acquisitions, in addition to the management of business processes, digital platform services and the digital solutions consulting activity offered by TP Infinity. It is divided into two principal management regions: – Americas, which covers the activities in the countries of North America, the Philippines and India, as well as in Latin America and Guyana.",3102001099
FDGCPGHPU7,2024-12-31,Specialized Services,"Specialized Services includes the interpreting services of Language Line Solutions, the visa application management services for government departments proposed by TLScontact, the health management business services of Health Advocate, the recruitment process outsourcing services of PSG Global Solutions and the accounts receivable credit management services developed by the subsidiary AllianceOne in North America.",3102001099
67XBSXU2B4,2024-12-31,Equipment & Defense,"Equipment & Defense segment covers the full life cycle of systems and equipment for civil and military aircraft and helicopters. The Group is involved in landing gear and brakes, nacelles and reversers, avionics (flight controls and onboard information systems), security systems (evacuation slides and oxygen masks), onboard computers and fuel systems.",3101001005
M2X37GVTGW,2024-03-31,Wood energy,"Wood energy segment is engaged in trading and processing activities of ""Wood energy"" fuels.",1014001002
DATIFQQUPN,2024-06-30,Single Segment,Société Centrale des Bois et Scieries de la Manche holds a diversified real estate portfolio with a view to obtaining rents and enhancing the value of the assets held.,1042009001
67XBSXU2B4,2024-12-31,Holding company and other,Holding company and other segment includes Safran SA’s activities and holding companies in various countries.,1035002002
67XBSXU2B4,2024-12-31,Propulsion,"Propulsion segment designs, develops, produces and markets propulsion and mechanical power transmission systems for commercial aircraft, military transport, training and combat aircraft, civil and military helicopters, and drones. This segment also includes maintenance, repair and overhaul (MRO) activities and the sale of spare parts.",3101001005
67XBSXU2B4,2024-12-31,Aircraft Interiors,"Aircraft Interiors segment includes all operations related to the buyer-furnished equipment (BFE) market, whose direct customers are mostly airline companies. The Group designs, develops, manufactures and markets, for example, aircraft seats for passengers (First, Business and Economy Class) and crew, as well as cabin equipment, overhead bins, class dividers, passenger service units, cabin interior solutions, chilling systems, galleys, and electrical inserts and trolleys.",3101001005
R2YSIZVFKR,2024-12-31,Business,Business segment includes material trading consisting of the distribution of building materials for building and public works.,3106001002
R2YSIZVFKR,2024-12-31,Do-It-Yourself,"Do-It-Yourself segment includes the distribution of DIY, gardening and decoration items.",3106001001
Z6FRQY44GM,2024-09-30,Developments,Developments segment consists of the production of specific moulds and tools.,1020003003
Z6FRQY44GM,2024-09-30,Plastic parts,Plastic parts segment includes the group's production plants.,1020003003
QDQYECBLIH,2024-12-31,Automobile,"Automobile segment, which comprises the production, sales, and distribution subsidiaries for passenger cars and light commercial vehicles, and the subsidiaries in charge of the segment’s cash management. This segment also includes investments in automotive sector associates and joint ventures, principally Nissan.",1020002003
L73UWFGYGT,2024-03-31,Liqueurs & Spirits,"Liqueurs & Spirits segment includes brands such as Cointreau, Metaxa, St-Remy, Mount Gay, Bruichladdich, The Botanist, Westland, Le Domaine des Hautes Glaces, Belle de Brillet and Telmont.",2051002002
L73UWFGYGT,2024-03-31,Partner Brands,Partner Brands segment includes brands which are not controlled by the Group and those whose production is not carried out wholly by the Group. These brands are distributed using the Group’s distribution network in the framework of fixed-term agreements.,2051002002
L73UWFGYGT,2024-03-31,Cognac,Cognac segment includes the brands of the House of Remy Martin (Remy Martin and LOUIS XIII) and the House of Brillet.,2051002001
QDQYECBLIH,2024-12-31,Mobility Services,Mobility Services segment consisting of services and EV charging activities for new mobilities.,1020001002
QDQYECBLIH,2024-12-31,Sales Financing,"Sales Financing segment, which the Group considers as an operating activity in its own right, carried out for the distribution network and final customers by RCI Banque, its subsidiaries and its associates and joint ventures.",1036001001
DYZJ4W53MF,2024-12-31,Photonics,Photonics division manufactures some of the lasers Medical.,3107002098
CKF6RJL3VE,2024-12-31,STEF France,"STEF France includes transport, logistics and packaging activities in France.",3108006002
CKF6RJL3VE,2024-12-31,STEF International,"STEF International segment includes activities in Italy, Spain, Portugal, Belgium, the Netherlands, Switzerland and the United Kingdom are grouped together in the STEF International Pole which also covers European flow activities.",3108006002
ZSJ4VJXG4Y,2024-12-31,Exterior Systems,Exterior Systems segment which includes exterior systems and lighting activities.,1020003003
ZSJ4VJXG4Y,2024-12-31,Modules,"Modules segment which comprises module design, development and assembly.",1020003003
ZSJ4VJXG4Y,2024-12-31,Powertrain,"Powertrain segment which brings together the C-Power (energy and emission reduction systems, and batteries and electrification systems) and H -Power (hydrogen activity) business groups.",1020003003
IY5EMTNG7X,2024-12-31,Bollore Energy,Bollore Energy corresponds to the distribution and storage of petroleum products in Europe.,3091004002
